Reported Date,Total Dead and Missing,Location Coordinates
"March 15, 2019",1,"32.331803200000, -112.524509300000"
"March 15, 2019",1,"16.795475000000, -3.005595000000"
"March 14, 2019",45,"35.298258842764, -2.688431354400"
"March 14, 2019",3,"13.436905000000, -6.200409000000"
"March 14, 2019",1,"5.448645000000, -4.026206000000"
"March 14, 2019",2,"11.349313000000, -5.665146000000"
"March 13, 2019",1,"31.794415600000, -112.446447300000"
"March 13, 2019",2,"12.782551000000, -7.728195000000"
"March 13, 2019",1,"14.482871000000, -11.407682000000"
"March 12, 2019",1,"11.710932000000, -9.504580000000"
"March 12, 2019",1,"12.699137000000, -8.023181000000"
"March 12, 2019",1,"17.012219000000, 7.981361000000"
"March 11, 2019",1,"18.232326183657, -69.057353261657"
"March 11, 2019",1,"32.057701900000, -112.143021500000"
"March 11, 2019",2,"5.684477000000, -0.211797000000"
"March 10, 2019",1,"39.014895057350, 26.180971588785"
"March 10, 2019",1,"39.270273892269, 26.398878350778"
"March 10, 2019",1,"12.479276000000, 1.521893000000"
"March 10, 2019",1,"14.482871000000, -11.407682000000"
"March 09, 2019",1,"32.817109118023, 12.877722158656"
"March 09, 2019",2,"14.469729000000, -4.160487000000"
"March 08, 2019",1,"45.122436600000, 19.220929400000"
"March 08, 2019",1,"50.971622839886, 1.858666925932"
"March 08, 2019",2,"32.830914360483, 12.781146358787"
"March 08, 2019",15,"15.724367000000, -4.955348000000"
"March 07, 2019",3,"37.765329835283, 27.098161931733"
"March 07, 2019",1,"8.642780272046, -77.529404492532"
"March 07, 2019",24,"16.879242771128, -92.916367624797"
"March 07, 2019",3,"14.081062000000, -3.082222000000"
"March 06, 2019",1,"32.057499000000, -111.666072500000"
"March 06, 2019",3,"14.337751000000, -0.865850000000"
"March 05, 2019",1,"-1.439687700000, -48.480863500000"
"March 03, 2019",2,"16.345883871687, -92.595581925608"
"March 03, 2019",1,"35.907899477687, -5.347827507452"
"March 03, 2019",1,"22.172888700000, -100.967452800000"
"March 03, 2019",1,"13.436905000000, -6.200409000000"
"March 01, 2019",4,"14.469729000000, -4.160487000000"
"March 01, 2019",1,"12.479276000000, 1.521893000000"
"February 28, 2019",6,"35.856284991833, -5.854248522049"
"February 28, 2019",1,"8.156476000000, 23.136693000000"
"February 27, 2019",1,"32.057701900000, -112.143021500000"
"February 27, 2019",1,"35.979943305493, 36.286786020529"
"February 27, 2019",1,"3.546455000000, 38.663186000000"
"February 27, 2019",2,"3.517106000000, 39.063164000000"
"February 27, 2019",2,"29.680834000000, 20.418746000000"
"February 27, 2019",1,"23.527344000000, 22.255737000000"
"February 27, 2019",1,"31.758550000000, 14.093060000000"
"February 26, 2019",1,"32.057701900000, -112.143021500000"
"February 26, 2019",1,"32.291122000000, -111.377669100000"
"February 25, 2019",1,"32.799680261076, 12.740310887952"
"February 25, 2019",1,"28.620958685162, -100.160775037960"
"February 25, 2019",1,"31.802384100000, -110.262284200000"
"February 25, 2019",1,"32.331803200000, -112.524509300000"
"February 25, 2019",1,"12.479276000000, 1.521893000000"
"February 25, 2019",3,"17.736681000000, 34.037046000000"
"February 25, 2019",1,"23.180565000000, 25.365494000000"
"February 24, 2019",1,"32.795883457110, 12.734512549273"
"February 24, 2019",2,"45.258959762239, 15.406393712910"
"February 24, 2019",1,"-1.439687700000, -48.480863500000"
"February 22, 2019",2,"35.143072914540, -2.987014300369"
"February 22, 2019",1,"28.718723271107, -100.506647433010"
"February 22, 2019",1,"32.331803200000, -112.524509300000"
"February 22, 2019",1,"17.948809000000, 19.120111000000"
"February 21, 2019",1,"32.563023500000, -116.940790500000"
"February 21, 2019",1,"36.004694276199, -5.509231863325"
"February 21, 2019",3,"36.919584700000, 37.034761500000"
"February 21, 2019",1,"40.723671108132, 26.091135275222"
"February 21, 2019",1,"17.012219000000, 7.981361000000"
"February 21, 2019",1,"19.618357000000, 27.694968000000"
"February 20, 2019",1,"32.705996627134, -115.159694515790"
"February 20, 2019",1,"27.175431600000, -98.266868900000"
"February 19, 2019",1,"14.676488505722, -92.146375389048"
"February 19, 2019",1,"32.542375795428, -116.999537459500"
"February 19, 2019",1,"32.057499000000, -111.666072500000"
"February 19, 2019",1,"32.057499000000, -111.666072500000"
"February 19, 2019",2,"12.699137000000, -8.023181000000"
"February 18, 2019",1,"22.164571000000, -100.938266000000"
"February 18, 2019",2,"41.135599001556, 26.326539051871"
"February 18, 2019",1,"11.127705000000, -4.316257000000"
"February 17, 2019",1,"27.159913500000, -98.466493800000"
"February 17, 2019",3,"14.081062000000, -3.082222000000"
"February 16, 2019",3,"14.482871000000, -11.407682000000"
"February 16, 2019",1,"5.718123000000, 0.049000000000"
"February 14, 2019",1,"28.700360570000, -100.510757707230"
"February 14, 2019",1,"35.893361197022, -5.320987701416"
"February 14, 2019",3,"31.207914877621, 16.508365236703"
"February 14, 2019",1,"27.066310800000, -98.166833700000"
"February 14, 2019",1,"14.081062000000, -3.082222000000"
"February 13, 2019",1,"26.094483422113, -98.270738236367"
"February 13, 2019",1,"19.984811631957, -101.150053343960"
"February 13, 2019",1,"39.417612220935, 26.393699500607"
"February 13, 2019",1,"23.853192000000, 18.951927000000"
"February 12, 2019",3,"13.901389000000, -0.178889000000"
"February 11, 2019",1,"27.083922600000, -98.182742600000"
"February 11, 2019",3,"35.876466418300, -5.812712909613"
"February 11, 2019",4,"14.679170000000, -0.468035000000"
"February 10, 2019",2,"36.110767146829, 36.380033823202"
"February 10, 2019",16,"30.792592000000, 10.175685000000"
"February 09, 2019",5,"35.850585778575, -0.543309022656"
"February 09, 2019",1,"12.065762000000, -4.678001000000"
"February 08, 2019",1,"45.440507100000, 14.194309800000"
"February 08, 2019",3,"5.600909000000, -3.161187000000"
"February 08, 2019",14,"20.050684000000, 5.543735000000"
"February 08, 2019",7,"20.050684000000, 5.543735000000"
"February 08, 2019",4,"15.843984000000, -2.786168000000"
"February 08, 2019",1,"12.699137000000, -8.023181000000"
"February 08, 2019",2,"12.699137000000, -8.023181000000"
"February 07, 2019",1,"44.920683173838, 6.673599624343"
"February 07, 2019",1,"26.365378242149, -98.813139596667"
"February 07, 2019",1,"25.463711663602, -100.979898450230"
"February 06, 2019",3,"35.866177998708, -5.878967760331"
"February 06, 2019",1,"36.902592327412, 8.477123270827"
"February 05, 2019",8,"34.960378300119, -3.380756396653"
"February 05, 2019",1,"43.845373700000, 18.369193500000"
"February 04, 2019",1,"34.705746117811, -1.775936609354"
"February 04, 2019",1,"26.378453484173, -98.956549230533"
"February 04, 2019",1,"13.561406000000, 2.160966000000"
"February 03, 2019",3,"34.667391957446, -1.812885234328"
"February 03, 2019",1,"17.728169900000, -91.758994100000"
"February 03, 2019",1,"45.183837300000, 15.806545400000"
"February 03, 2019",1,"6.764231000000, -5.249555000000"
"February 02, 2019",31,"26.510686692778, -76.937172306250"
"February 02, 2019",1,"12.051544000000, 0.372453000000"
"February 02, 2019",6,"17.012219000000, 7.981361000000"
"February 02, 2019",13,"16.230954000000, -0.019296000000"
"February 01, 2019",1,"26.082034154560, -98.258656087878"
"February 01, 2019",4,"40.943359494525, 26.346705112284"
"February 01, 2019",3,"10.495701000000, -5.645127000000"
"January 31, 2019",1,"11.127705000000, -4.316257000000"
"January 31, 2019",2,"11.349313000000, -5.665146000000"
"January 31, 2019",2,"12.699137000000, -8.023181000000"
"January 30, 2019",1,"27.125189400000, -98.222484300000"
"January 30, 2019",2,"12.050329000000, -4.667837000000"
"January 30, 2019",1,"9.532575000000, -7.554680000000"
"January 30, 2019",6,"14.219108000000, -0.864079000000"
"January 29, 2019",70,"11.903581356334, 43.332109915572"
"January 29, 2019",1,"32.057499000000, -111.666072500000"
"January 29, 2019",1,"32.057499000000, -111.666072500000"
"January 29, 2019",1,"32.057499000000, -111.666072500000"
"January 28, 2019",1,"17.871860612667, -94.963871768009"
"January 28, 2019",24,"8.641338758453, -77.330689179762"
"January 28, 2019",3,"27.345466202071, -99.506891221976"
"January 28, 2019",1,"25.286312500000, -101.281562500000"
"January 26, 2019",1,"26.143064684377, -98.330164834268"
"January 26, 2019",1,"31.691203800000, -110.461623900000"
"January 25, 2019",1,"26.217242152142, -98.455393500959"
"January 25, 2019",1,"36.002996127262, 36.369884409364"
"January 25, 2019",1,"21.535287000000, 13.163018000000"
"January 25, 2019",2,"22.853045000000, 23.011175000000"
"January 25, 2019",1,"18.457046000000, 1.408655000000"
"January 24, 2019",1,"35.384524413151, -1.278253990517"
"January 24, 2019",2,"31.667101100000, -106.426767800000"
"January 24, 2019",1,"19.705606860591, -99.174764262762"
"January 24, 2019",1,"31.365435700000, -110.106236400000"
"January 24, 2019",1,"26.465801000000, 15.151210000000"
"January 24, 2019",1,"27.007874000000, 14.424636000000"
"January 24, 2019",1,"12.699137000000, -8.023181000000"
"January 24, 2019",1,"12.482283000000, -1.505151000000"
"January 24, 2019",1,"11.869210000000, 3.388940000000"
"January 24, 2019",1,"16.795475000000, -3.005595000000"
"January 24, 2019",2,"10.667984000000, -14.558985000000"
"January 23, 2019",1,"28.741004209104, -100.507503434180"
"January 23, 2019",2,"23.569185000000, 23.176929000000"
"January 23, 2019",2,"24.055009000000, 23.028868000000"
"January 23, 2019",1,"14.482871000000, -11.407682000000"
"January 23, 2019",1,"9.702537000000, -13.553884000000"
"January 22, 2019",1,"27.496386435717, -99.522521470236"
"January 22, 2019",1,"36.334378214124, 0.715927412066"
"January 22, 2019",1,"30.699032796372, -104.320960498910"
"January 22, 2019",2,"12.482283000000, -1.505151000000"
"January 22, 2019",2,"22.115985000000, 5.405024000000"
"January 22, 2019",2,"10.495701000000, -5.645127000000"
"January 21, 2019",1,"32.638272650604, 14.273579120636"
"January 21, 2019",1,"17.932600658549, -94.905738830566"
"January 21, 2019",1,"35.398647116844, -1.389655987849"
"January 21, 2019",1,"32.747691895753, 14.355331747358"
"January 21, 2019",1,"32.057499000000, -111.666072500000"
"January 21, 2019",1,"32.057499000000, -111.666072500000"
"January 21, 2019",1,"32.057499000000, -111.666072500000"
"January 21, 2019",1,"32.057499000000, -111.666072500000"
"January 21, 2019",1,"32.057499000000, -111.666072500000"
"January 21, 2019",1,"17.012219000000, 7.981361000000"
"January 21, 2019",1,"16.230954000000, -0.019296000000"
"January 20, 2019",2,"32.980238100921, 13.179283824044"
"January 20, 2019",1,"16.977330000000, 7.973378000000"
"January 20, 2019",1,"16.958780000000, 7.961962000000"
"January 20, 2019",2,"27.051908000000, 14.444401000000"
"January 20, 2019",1,"32.772563000000, 12.408455000000"
"January 20, 2019",2,"25.794530000000, 13.195473000000"
"January 20, 2019",2,"12.699137000000, -8.023181000000"
"January 19, 2019",1,"32.057499000000, -111.666072500000"
"January 19, 2019",1,"16.986851000000, 7.997846000000"
"January 19, 2019",22,"22.115985000000, 5.405024000000"
"January 19, 2019",9,"33.317735000000, 6.854323000000"
"January 18, 2019",117,"34.177488404634, 14.107902221177"
"January 18, 2019",1,"37.283283323213, 27.104012036372"
"January 18, 2019",1,"24.932986000000, 14.609129000000"
"January 18, 2019",13,"16.795475000000, -3.005595000000"
"January 17, 2019",53,"35.683709040408, -3.185250605342"
"January 17, 2019",1,"32.481200700000, -111.667840700000"
"January 17, 2019",1,"31.746892100000, -111.945738600000"
"January 17, 2019",1,"20.357876000000, 25.085386000000"
"January 17, 2019",1,"17.012219000000, 7.981361000000"
"January 16, 2019",1,"26.258109878807, -98.596733869797"
"January 16, 2019",1,"29.063937500000, -100.663562500000"
"January 16, 2019",1,"22.422016000000, 12.641009000000"
"January 16, 2019",1,"13.561406000000, 2.160966000000"
"January 15, 2019",1,"35.289594291265, -2.933496506173"
"January 15, 2019",1,"19.178049100000, -96.128842600000"
"January 15, 2019",2,"27.478392338088, -99.479276945846"
"January 15, 2019",3,"40.942167951616, 26.352665973258"
"January 15, 2019",1,"32.057499000000, -111.666072500000"
"January 15, 2019",16,"22.115985000000, 5.405024000000"
"January 15, 2019",7,"20.050684000000, 5.543735000000"
"January 14, 2019",10,"31.210755489725, 16.588350626388"
"January 14, 2019",1,"37.857359600378, 27.167936354123"
"January 14, 2019",1,"28.730727706150, -100.563445215960"
"January 14, 2019",1,"21.493465000000, 23.815375000000"
"January 14, 2019",1,"21.681858000000, 11.593132000000"
"January 13, 2019",1,"25.438323400000, -100.973678000000"
"January 13, 2019",5,"31.220020736471, 16.567751261154"
"January 13, 2019",3,"22.952903000000, 23.248192000000"
"January 12, 2019",1,"18.329901676413, -95.812964294797"
"January 12, 2019",1,"22.447348000000, 11.400239000000"
"January 12, 2019",2,"25.529520000000, 13.326404000000"
"January 12, 2019",1,"24.904515000000, 14.631187000000"
"January 11, 2019",1,"35.261606842877, -2.901902411860"
"January 11, 2019",1,"49.232567558821, -0.290652339042"
"January 11, 2019",1,"22.330943000000, 13.229850000000"
"January 10, 2019",1,"22.948338000000, 13.463324000000"
"January 10, 2019",1,"25.638867000000, 21.072612000000"
"January 10, 2019",1,"22.495922000000, 23.236444000000"
"January 08, 2019",1,"27.066310800000, -98.166833700000"
"January 08, 2019",1,"32.870675000000, 13.183525000000"
"January 08, 2019",2,"26.981369000000, 14.500791000000"
"January 08, 2019",1,"27.044707000000, 14.370553000000"
"January 08, 2019",1,"20.789688000000, 25.192319000000"
"January 07, 2019",2,"31.224587793151, 16.529299112716"
"January 07, 2019",2,"24.419123000000, 15.464603000000"
"January 06, 2019",1,"32.057499000000, -111.666072500000"
"January 05, 2019",1,"36.685755388762, -2.777835705707"
"January 04, 2019",1,"36.485367400000, -4.738263000000"
"January 04, 2019",1,"2.352686000000, -76.683352000000"
"January 02, 2019",1,"35.886028764776, -3.811126192952"
"January 02, 2019",1,"36.184741288501, -5.915458663672"
"January 02, 2019",6,"31.208814747402, 16.594403365833"
"December 31, 2018",1,"32.276924900000, -112.859884600000"
"December 30, 2018",2,"26.830437500000, -79.525312500000"
"December 30, 2018",14,"-6.840928719012, 37.626193558523"
"December 28, 2018",7,"34.869024451220, 34.492835772639"
"December 28, 2018",1,"32.541882023698, -117.133734140230"
"December 27, 2018",1,"27.028916988435, -98.070345308930"
"December 26, 2018",1,"27.047987000000, 14.492574000000"
"December 25, 2018",1,"43.609902506139, 13.456590016544"
"December 25, 2018",1,"28.759006919815, -100.519348400100"
"December 24, 2018",4,"35.481680686032, -3.342110714760"
"December 24, 2018",1,"32.925238814047, -105.933164337420"
"December 23, 2018",2,"36.175539175051, -3.432980466971"
"December 23, 2018",12,"35.940386653024, -5.940460712849"
"December 23, 2018",1,"35.963071341506, 36.294640216232"
"December 23, 2018",3,"20.202067000000, 12.979217000000"
"December 22, 2018",2,"21.220725000000, 24.628498000000"
"December 21, 2018",1,"35.914961693807, -5.380634704776"
"December 21, 2018",1,"36.010976380608, 36.291893634201"
"December 20, 2018",24,"36.385858171134, -2.625576919231"
"December 20, 2018",1,"28.655830400381, -100.480611280930"
"December 20, 2018",1,"35.862101496706, -3.230474337214"
"December 20, 2018",20,"36.656665744128, 1.229045427169"
"December 20, 2018",1,"31.785528500000, -111.466392500000"
"December 20, 2018",1,"20.987943000000, 24.223409000000"
"December 20, 2018",1,"22.248782000000, 23.506586000000"
"December 20, 2018",1,"20.873394000000, 24.759856000000"
"December 20, 2018",2,"19.063744000000, 13.005487000000"
"December 19, 2018",1,"45.121869068460, 19.213236824545"
"December 19, 2018",1,"28.702360352070, -100.511538546900"
"December 19, 2018",2,"21.445763000000, 24.508660000000"
"December 19, 2018",1,"20.624941000000, 24.256095000000"
"December 19, 2018",2,"41.839523000000, 11.722628000000"
"December 18, 2018",1,"36.174642255222, -3.809567348437"
"December 18, 2018",8,"37.074835893000, 8.724048757827"
"December 18, 2018",1,"31.897189083031, -106.439103643990"
"December 18, 2018",1,"32.402664900000, -111.427588800000"
"December 18, 2018",1,"31.589492200000, -111.363378900000"
"December 18, 2018",1,"32.331803200000, -112.524509300000"
"December 18, 2018",1,"31.814869000000, -111.822328500000"
"December 18, 2018",1,"32.057499000000, -111.666072500000"
"December 18, 2018",1,"22.172928000000, 23.571459000000"
"December 18, 2018",2,"20.600552000000, 7.881770000000"
"December 18, 2018",6,"18.993934000000, 13.091769000000"
"December 18, 2018",2,"20.189659000000, 12.983586000000"
"December 18, 2018",1,"23.101567000000, 5.621744000000"
"December 17, 2018",1,"27.538287000000, 14.275829000000"
"December 17, 2018",1,"22.525208000000, 22.721317000000"
"December 16, 2018",6,"19.112562500000, -69.313437500000"
"December 15, 2018",2,"32.538296700000, -117.014062400000"
"December 14, 2018",1,"29.827611906085, -102.592432413280"
"December 14, 2018",4,"25.434334000000, 14.324311000000"
"December 13, 2018",3,"40.989655000000, 24.630244000000"
"December 13, 2018",1,"6.489254000000, 3.233104000000"
"December 12, 2018",1,"27.630474000000, -99.625893000000"
"December 12, 2018",1,"12.122781000000, 15.137822000000"
"December 11, 2018",2,"35.555360000000, -3.233348000000"
"December 11, 2018",1,"32.057499000000, -111.666072500000"
"December 11, 2018",1,"16.971438000000, 7.979879000000"
"December 10, 2018",1,"32.665484522394, -115.502037019710"
"December 10, 2018",3,"27.228859000000, 13.308322000000"
"December 10, 2018",1,"27.025169000000, 13.831541000000"
"December 10, 2018",1,"16.950751000000, 7.971896000000"
"December 09, 2018",1,"26.182455064507, -98.379822163351"
"December 08, 2018",1,"27.629882000000, -99.626826000000"
